task_id,manifest_only,shared_ESS,sharpness_nesting,scope_nesting,evidence_manifest_derived,dynamic_count
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:low:persistent_within_tested_domain:9,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:0,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:limited:9,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:0,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:intermediate:9,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:0,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:mid:persistent_within_tested_domain:9,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:0,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:limited:9,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:0,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:intermediate:9,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:0,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:1,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:2,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:3,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:4,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:5,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:6,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:7,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:8,True,True,True,True,True,True
direction+curvature+asymptote:basis:high:persistent_within_tested_domain:9,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:0,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:1,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:2,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:3,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:4,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:5,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:6,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:7,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:8,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:limited:9,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:0,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:1,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:2,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:3,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:4,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:5,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:6,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:7,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:8,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:intermediate:9,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:0,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:1,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:2,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:3,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:4,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:5,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:6,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:7,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:8,True,True,True,True,True,True
direction+curvature+asymptote:ode:low:persistent_within_tested_domain:9,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:0,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:1,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:2,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:3,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:4,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:5,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:6,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:7,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:8,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:limited:9,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:0,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:1,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:2,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:3,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:4,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:5,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:6,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:7,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:8,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:intermediate:9,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:0,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:1,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:2,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:3,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:4,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:5,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:6,True,True,True,True,True,True
direction+curvature+asymptote:ode:mid:persistent_within_tested_domain:7,True,True,True,True,True,True
